id_item,link,name,brand,img,cate1,cate2
32150,http://img.lifestyler.co.kr/uploads/channel/program/product/2017/03/f131347353050412916(0).png,[슈에무라] 아이브로우 마스카라,[슈에무라],http://getitbeauty.m.tving.com/Product/ProductView/32150?page=73,MAKEUP,아이브로우
27099,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129738436544041250(0).jpg,[메이크업포에버] 루즈 아티스트 내추럴 (N39),[메이크업포에버],http://getitbeauty.m.tving.com/Product/ProductView/27099?page=362,MAKEUP,립스틱
27098,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129738421902478750(0).jpg,[맥] 어 트라이엄펀트 블러시 페이스 키트,[맥],http://getitbeauty.m.tving.com/Product/ProductView/27098?page=362,MAKEUP,블러셔
27097,http://img.lifestyler.co.kr/uploads/channel/program/product/2015/05/f130755471697385616(0).jpg,[RMK] 인지니어스 내추럴 아이즈 (BR200),[RMK],http://getitbeauty.m.tving.com/Product/ProductView/27097?page=362,MAKEUP,아이섀도
27096,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129738243317791250(0).jpg,[랑콤] 옹브르 압솔뤼 팔레트 (A110 로즈로맨스),[랑콤],http://getitbeauty.m.tving.com/Product/ProductView/27096?page=362,MAKEUP,아이섀도
27095,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129738236627478750(0).jpg,[클리오] 아트 섀딩블러셔,[클리오],http://getitbeauty.m.tving.com/Product/ProductView/27095?page=362,MAKEUP,블러셔
27094,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129738230563260000(0).jpg,[글램팜] 완드 컬링 아이롱 GP 607,[글램팜],http://getitbeauty.m.tving.com/Product/ProductView/27094?page=362,HAIR,헤어스타일링
27093,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129737788148885000(0).jpg,[슈에무라] 쉬머 아이라이너 실버,[슈에무라],http://getitbeauty.m.tving.com/Product/ProductView/27093?page=362,MAKEUP,아이라이너
27092,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129737754353572500(0).jpg,[샤넬] 뿌드르 뤼미에르 글라쎄,[샤넬],http://getitbeauty.m.tving.com/Product/ProductView/27092?page=362,MAKEUP,하이라이터
27091,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129737753630603750(0).jpg,[에뛰드하우스] 얼굴선 브라이트너,[에뛰드하우스],http://getitbeauty.m.tving.com/Product/ProductView/27091?page=362,MAKEUP,하이라이터
27090,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129737752672791250(0).jpg,[스킨푸드] 올오버 머핀 케익 피니시,[스킨푸드],http://getitbeauty.m.tving.com/Product/ProductView/27090?page=362,MAKEUP,하이라이터
27089,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129737751636072500(0).jpg,[맥] 미네랄라이즈 스킨피니시 (소프트 앤 젠틀),[맥],http://getitbeauty.m.tving.com/Product/ProductView/27089?page=362,MAKEUP,하이라이터
27088,http://img.lifestyler.co.kr/uploads/channel/program/product/2012/02/f129737751013885000(0).jpg,[겔랑] 메테오리트 크루얼 가드니아 일루미네이팅 ...,[겔랑],http://getitbeauty.m.tving.com/Product/ProductView/27088?page=362,MAKEUP,하이라이터
29006,http://img.lifestyler.co.kr/uploads/channel/program/product/2014/10/f130572045393460000(0).jpg,[스킨푸드] 생과일 립앤치크 06 리치,[스킨푸드],http://getitbeauty.m.tving.com/Product/ProductView/29006?page=218,MAKEUP,블러셔
